Indice_combinado,Indice_temporal,Indice_origen,Digito,Origen,Hash
3405,3405,1343,2,v2,21b285d6230c64859090c74af07a2cc1
3406,3406,1344,2,v2,0660f8f8f2f59f69c1b020995e4837dd
3407,3407,1345,2,v2,ac4073a8c37f19934f7a525204bbb902
3408,3408,1346,2,v2,0185ed5f9e7f6fff4a6474c61ef2da17
3409,3409,1347,2,v2,9ce42ffca0cc319e915ac0ed1ba35075
3410,3410,1348,2,v2,cf651a85f0d37e6fe2370fed2b8c4b3d
3411,3411,1349,2,v2,a27de616bf1636aa6a72b3a1e01bed32
3412,3412,1350,2,v2,3ba558f5a27323e177a95ca5ca7991e7
3413,3413,1351,2,v2,5e522a34e008e64559eb3d7908251965
3414,3414,1352,2,v2,77b8098b0fc59a04514458f10261ff58
3415,3415,1353,2,v2,0f898dcfbc19f7b14b5c6b67df36e8de
3416,3416,1354,2,v2,bd3f642bd91f46932939da1785f9fb6f
3417,3417,1355,2,v2,2e45ee2d6b970c8efec79f3b4e1be799
3418,3418,1356,2,v2,edecc3f27c0decca724a64c015db50be
3419,3419,1357,2,v2,5e7ae035a781a6245d21a60906b822b3
3420,3420,1358,2,v2,3d31a26723193181a65cb0cab78f537d
3421,3421,1359,2,v2,278903478d9e36a8438af39f531f9629
3422,3422,1360,2,v2,a9fee3d1b31467019767856321f693ae
3423,3423,1361,2,v2,6e958378ede5a21f595ae4efd7ed49cc
3424,3424,1362,2,v2,7ac3086ddad64804effb3cc56afc649e
3425,3425,1363,2,v2,539d4e3cdbb66cf42010a927374bbd6b
3426,3426,1364,2,v2,fb500f1bf10f253f870950834cae8db3
3427,3427,1365,2,v2,de425ab16cebc4c02158c482c3140afe
3428,3428,1366,2,v2,d6153080f729fa283fa8eb089986e706
3429,3429,1367,2,v2,e5f03d5350492921875ed3b72dcf4443
3430,3430,1368,2,v2,30a26b85b267fd45e726c3c1c69a0f69
3431,3431,1369,2,v2,b749057e9c7df1cb9d4f592770a6d407
3432,3432,1370,2,v2,b6279da21658c817c75d632aec2b6ecb
3433,3433,1371,2,v2,40eeeb79a231279f31484d6fb2cd601d
3434,3434,1372,2,v2,f6933c4b85be851665d857fca3b97085
3435,3435,1373,2,v2,3670d712997aef15bd073c86ddcf7ebb
3436,3436,1374,2,v2,07ddfc67328ff1f874f1623ff8d47450
3437,3437,1375,2,v2,14f8bb1e764d138a50e253addb896cb0
3438,3438,1376,2,v2,10615c7579f694fdd464ac227f5db0fc
3439,3439,1377,2,v2,7ffc41e0042ba0e6232d74432a1e99a6
3440,3440,1378,2,v2,8a77d21c9a5a63c2050bd311d18216c8
3441,3441,1379,2,v2,065fa02d3abfa3fc583811f5d5682e5e
3442,3442,1380,2,v2,1e678950d1293be21e9dee70f3e5413e
3443,3443,1381,2,v2,eab79a687ca0c491f3cf89ef79ab8680
3444,3444,1382,2,v2,e927a466e959f119cff4798a1211ecbf
3445,3445,1383,2,v2,97dac40b07dcf10bb97240c58bc10b34
3446,3446,1384,2,v2,bc9dc5ca36f71f1b7553036dc1155601
3447,3447,1385,2,v2,572185aab2572b52d7814e0ee7ac31e4
3448,3448,1386,2,v2,cdfc7610ae1e602ee0c6898a9366ad08
3449,3449,1387,2,v2,a2bcc62322d87de3541dbe8930dda350
3450,3450,1388,2,v2,8bbf7d5b1f0a05962728f1c5123d5a89
3451,3451,1389,2,v2,e5cac467674463047e097e9877bfc2a4
3452,3452,1390,2,v2,b63cd9023eef5f73caa66ae9979d6e61
3453,3453,1391,2,v2,5e12568b3c272a1afda9e50714b908a4
3454,3454,1392,2,v2,e195bb60531284ab63a2364a210775e2
3455,3455,1393,2,v2,ad69095fc30ff14953c9d64c01cfb165
3456,3456,1394,2,v2,2b8ce33f622b83f3fd4b70d84ce804b1
3457,3457,1395,2,v2,65dbff6d35bd3b7a538639d8c1e69c1e
3458,3458,1396,2,v2,08157d180ef851ce34b9aca95ec62519
3459,3459,1397,2,v2,24cb0e4106b6aa6b77f5c3dcb6362819
3460,3460,1398,2,v2,8eb7ee212ffdf47e962a3ff5a230b8d1
3461,3461,1399,2,v2,21fdb2a5810694c1f14a1a96a15ee4c0
3462,3462,1400,2,v2,379413c3f231166efaafe49f9208cb29
3463,3463,1401,2,v2,ef3f9af6382d47a1c863a689521061e7
3464,3464,1402,2,v2,11736650986dd8e40bae0795ca7e5dbf
3465,3465,1403,2,v2,1faf5ddc13a9e2fd251b0cee779180c4
3466,3466,1404,2,v2,debba17d1f67ad2fb432f8c7dfcab729
3467,3467,1405,2,v2,0f82c9f60607135823bd8b67f828a232
3468,3468,1406,2,v2,b004f4d3c45c7a0680f0c8440beedc1f
3469,3469,1407,2,v2,aaa32024a364bbab99045bc3acd4d4eb
3470,3470,1408,2,v2,4af9f3ebcde64d28edd2408bdd91c9ee
3471,3471,1409,2,v2,6c1ca84f7aeab33451a32c639c09aec6
3472,3472,1410,2,v2,6b29ec7432b39c54a879e35045cf9725
3473,3473,1411,2,v2,b33f9b3c17278dbc9b4b164a22d29aba
3474,3474,1412,2,v2,398e8095392868ae90c1680954d4ff06
3475,3475,1413,2,v2,3b65d04dea10500fd9f1c76cee98274c
3476,3476,1414,2,v2,5f8ef7c3aa3989e9172c631afe8f4f24
3477,3477,1415,2,v2,8231642eafde5040edd6ee9ad793d19e
3478,3478,1416,2,v2,f5dc5f5e7c62cbf38a36be9d6ef9f8a3
3479,3479,1417,2,v2,e81245863195e07b7ee83c96c3130e14
3480,3480,1418,3,v2,53daf3e63811c69ae007becedb1b84b9
3481,3481,1419,3,v2,e246eb386a6cb42e53d24d298f6b997d
3482,3482,1420,3,v2,5d09faf2492c6664d5b6995c5c0690f8
3483,3483,1421,3,v2,5726eeb1ba4f2d7e06572a3a0652e3ff
3484,3484,1422,3,v2,c375ed0c9a4952d9f7ad964f5c675c4b
3485,3485,1423,3,v2,1fbb29e90bfe01077419e5f4657cb220
3486,3486,1424,3,v2,562023d594e7393a2ef0b099826a56e8
3487,3487,1425,3,v2,1cfe805413cf08dcb940bddcfecd9acd
3488,3488,1426,3,v2,121cbea6404e8dad585776ccd8c7aaea
3489,3489,1427,3,v2,3a4952f2915b1170d23eeb84b408a4ee
3490,3490,1428,3,v2,4f2aa11ecde6ce4bdbff3fc63130530d
3491,3491,1429,3,v2,a2c1bdbd295a98dfa4680da82bc9d9fa
3492,3492,1430,3,v2,3333eb89046243524110391fd4a3d116
3493,3493,1431,3,v2,1c2a65e29beba90b94912ef4f8347dac
3494,3494,1432,3,v2,c8f0444c8e3f989da1928e3bf4eb2bf3
3495,3495,1433,3,v2,7a82a4c595e22d6f5dd1f22deec51eee
3496,3496,1434,3,v2,4748bc426e6536c6a7aecb7e9a1623f3
3497,3497,1435,3,v2,9591466bcec75470b57c873086b090d3
3498,3498,1436,3,v2,31f190c414772cc1f51f5715ca617c53
3499,3499,1437,3,v2,b1b0305a26f5be1332552cc735e39017
3500,3500,1438,3,v2,00bf65085322a7b8b138f384a44175c0
3501,3501,1439,3,v2,893f400769936b5bf4aef5d1f835cf1d
3502,3502,1440,3,v2,a2394e56f243b80d313f758331ce1d8f
3503,3503,1441,3,v2,2f3e0ef470e2e0fed580c243326540ce
3504,3504,1442,3,v2,d7d4a06e1af500b40de596bb2ff05a59
3505,3505,1443,3,v2,555660b9b0919191b966a051d2d88f09
3506,3506,1444,3,v2,a8d2c906955f723bf377741463c01641
3507,3507,1445,3,v2,e107cd927739cdf577c93d7f2ba3929c
3508,3508,1446,3,v2,da8305fbdd86c3bbaa528cc43f28f57a
3509,3509,1447,3,v2,d92a07ef5e70fa90186f8c299dc46ce4
3510,3510,1448,3,v2,355a15cc21db424c37a72703a48db8f5
3511,3511,1449,3,v2,3bc03c874cf6189495041b08931121d4
3512,3512,1450,3,v2,89cb21a4c8a84a443057b568d23c3c89
3513,3513,1451,3,v2,f6acc0fc440a58cf7b8632a047a34fa3
3514,3514,1452,3,v2,0289448047bada6b41a2c7e20d293976
3515,3515,1453,3,v2,67186da0a52757f4e0349619c4b1ed1f
3516,3516,1454,3,v2,8a4c7da2190c25f28c63cdeef788a86d
3517,3517,1455,3,v2,dc2ff3b73de740f262dd36ff36306c08
3518,3518,1456,3,v2,c911abed5c828370d88e2fac8ffcfc69
3519,3519,1457,3,v2,38aa593e2439253c3081c9e0930d3195
3520,3520,1458,3,v2,2b553394c8ab017fb92c1907073dc0bd
3521,3521,1459,3,v2,12ea8d23a1065fe7dfa6c1ed99812f75
3522,3522,1460,3,v2,3e1b166161291f299c817524d3ddece7
3523,3523,1461,3,v2,e122d21e94a2c672f1cf9561355e13ba
3524,3524,1462,3,v2,9430f7ddabed20b7dd68f2e3c931b3ae
3525,3525,1463,3,v2,6e059512c9a1a35d7dcd7d39bc40c3d9
3526,3526,1464,3,v2,273b612fe19079ede98a61435b0db9ac
3527,3527,1465,3,v2,efc13f6a9d1a5856cf87637bc4771cfb
3528,3528,1466,3,v2,be9da784fa1633f4d3cdaf8672c1230c
3529,3529,1467,3,v2,68fa9f05ea42c323703ab8fb716cd01c
3530,3530,1468,3,v2,f3929edd44fd12d85342df3d15ee2e7a
3531,3531,1469,3,v2,e7aec92571923481710017ba4cf8c180
3532,3532,1470,3,v2,a85dda86ba36e3e825e9d6141a36f9ee
3533,3533,1471,3,v2,9202c5bc68d27b7d1344b1dbe6ff4a59
3534,3534,1472,3,v2,51fb3f5f6260ed58edf48ebe8b125dd7
3535,3535,1473,3,v2,90b675e83c06f1897891dfc8d6527399
3536,3536,1474,3,v2,896eb4b104bfb510e50a0083359d5ab8
3537,3537,1475,3,v2,d7c2b89850c885660bccd2f46d069313
3538,3538,1476,3,v2,13abcc474f8429aefbfe2da0c0ee2def
3539,3539,1477,3,v2,a69db62d049e72c5307eedbefce91528
3540,3540,1478,3,v2,c383a181d979ee05e7bf522f37b767dd
3541,3541,1479,3,v2,6e35bb338c0255793c286887f7cdfd65
3542,3542,1480,3,v2,9ef729b46363a87370f952e7890f7f14
3543,3543,1481,3,v2,267f3dc6628ec8f58a12aa55725916a2
3544,3544,1482,3,v2,186dfcff09e85a290a540cf658f05d21
3545,3545,1483,3,v2,fbc46fe4754fd0f0b64f67d2ab4dd076
3546,3546,1484,3,v2,e66e0849cf11b2d5fea96453794837c5
3547,3547,1485,3,v2,2a752010e7500d04032fb9bf8d12140f
3548,3548,1486,3,v2,678dc333beaa5413efd2b25824d7fecb
3549,3549,1487,3,v2,81e9a57862f615beceeb6ba8188a780a
3550,3550,1488,3,v2,50f0d08e50d2ec89d22d34755648e41f
3551,3551,1489,3,v2,fc0c3154eb747c39f4f4b635e5602385
3552,3552,1490,3,v2,9400888137d39d8735192bd028f20b73
3553,3553,1491,3,v2,fc2b1a22cfa08e6b6a6b69936024ef69
3554,3554,1492,3,v2,6dd81f9cbf00442b60e7b10724910569
3555,3555,1493,3,v2,430906c35c4236191053de4899621218
3556,3556,1494,3,v2,7d7c364df78a665722f91cbfe8c39549
3557,3557,1495,3,v2,1d0739dbcb63e1dcf5be6ee443292ae0
3558,3558,1496,3,v2,572eea5cac92e3a7b75643c3e9b6cda6
3559,3559,1497,3,v2,779310861f919f386ffa656740ad930e
3560,3560,1498,3,v2,7bfccdd45c6866a969d305de9eabbb37
3561,3561,1499,3,v2,557ff96614f55ec20e0eb2e68b53933d
3562,3562,1500,3,v2,91705e6381739ef63eb8852816d258bf
3563,3563,1501,3,v2,efe6ded8a4c74fc51c32f844b44790c0
3564,3564,1502,3,v2,e0af88323a1e3512726e5c7c59c2c745
3565,3565,1503,3,v2,5f504ae603b5c4f352180b0338ad2965
3566,3566,1504,3,v2,23544905eb4a6e19009411ecaa101459
3567,3567,1505,3,v2,093783583d0fe95c68b5009cfc3da649
3568,3568,1506,3,v2,4beb25fa8faa8ca8399facba16f22b07
3569,3569,1507,3,v2,5975bc5839683a9171cf5e9db4a13527
3570,3570,1508,3,v2,b64651bd02b6e54b47d36857990d0ab8
3571,3571,1509,3,v2,d866ac7ac6accf28d7c3c817d919b13d
3572,3572,1510,3,v2,34058e4cd09345bbd2fc79e573d76c70
3573,3573,1511,3,v2,1a976a3d365dd17e9f05ebd3b4031dff
3574,3574,1512,3,v2,2842f9e5c217aca4145d6a6e18c502cb
3575,3575,1513,3,v2,e3002a77a2c6623e004f4de2c7eed94f
3576,3576,1514,3,v2,b4c40edebf7bfbd3116b08f37d93fde8
3577,3577,1515,3,v2,8d6a0c048c32a83a8dcb27b405400a62
3578,3578,1516,3,v2,11ad7f5c6efaf0038bf69a09842fa182
3579,3579,1517,3,v2,af4a5440773047dae057bf2c3f61d6a8
3580,3580,1518,3,v2,b4c182bcc2cba8297ecdc7beca5113d8
3581,3581,1519,3,v2,6f2ea9c182cbb029bdb31fc7483df797
3582,3582,1520,3,v2,351b0ff26d5f13178b8264ca22d824c2
3583,3583,1521,3,v2,c47a17c85a40deb5185283b0367a979f
3584,3584,1522,3,v2,094891b7b87f3b8e48d0fb9f554b712a
3585,3585,1523,3,v2,02fc3ccdd877799c9b7e62a937fc0f52
3586,3586,1524,3,v2,bac7174d2cedc86193d04d15dd731339
3587,3587,1525,3,v2,6fd9afc1c1645f15e15a0dd62056f40d
3588,3588,1526,3,v2,b7200ef5f13c50925fc677d94d2d3aaa
3589,3589,1527,3,v2,3cc99bdc88e162d708c6683fff0751f5
3590,3590,1528,3,v2,7adc5d9c68e342f112e973259f3aef06
3591,3591,1529,3,v2,c49e6074f0e4cf3a63e342ec3fa053f8
3592,3592,1530,3,v2,6b8b076ed81ebe60aba7c69c43c444a0
3593,3593,1531,3,v2,db398381c31b10e92d3255c08a39ae02
3594,3594,1532,3,v2,640cc1cb9d574948cf88e81b035291e3
3595,3595,1533,3,v2,412f733b099d81e4fe7bb16c65e4467c
3596,3596,1534,3,v2,5ae764a7ece7a7c70c3df74fff7da6a7
3597,3597,1535,3,v2,7c4e88031999b80c479a1540115132e2
3598,3598,1536,3,v2,609541f882b126afe1ac3a001107e5f8
3599,3599,1537,3,v2,12db441228c0f3eb6b9f78cca4fff600
3600,3600,1538,3,v2,48e3f85bdf3a50bc210f45978ee51270
3601,3601,1539,3,v2,a1956578a13e88ca94105af9f1a36389
3602,3602,1540,3,v2,11b40cb83b8aa4da250cb8f7f8d00f8e
3603,3603,1541,3,v2,6c4259e4950839d317eaaa464a53283b
3604,3604,1542,3,v2,790dce7d55776552be1eb2cf8c131f1e
3605,3605,1543,3,v2,0409400505efc99bc11396c6f613b143
3606,3606,1544,3,v2,39e6472561ebe1aa6aa61170317fc619
3607,3607,1545,3,v2,aec3815975c09d7f24ea59d475d9b971
3608,3608,1546,3,v2,3efa2d3ad1a2292e4ea0762aaa6c154f
3609,3609,1547,3,v2,3f68e7b8ff5055dbe1db7e045e5302be
3610,3610,1548,3,v2,5ed0274ffb9dd381f96d8c9d98fe8b0d
3611,3611,1549,3,v2,9ffd3ec9bfe2f666fd499460a46dfece
3612,3612,1550,3,v2,d8b95da2bfe45fee3dcc7ac42d31e7dd
3613,3613,1551,3,v2,1a109cdc359591a53b35957cb9d870aa
3614,3614,1552,3,v2,4ff74e2ba142526968098d6122c2ce97
3615,3615,1553,3,v2,1568856e30fe90fd8719c33221652c07
3616,3616,1554,3,v2,5b0025c9ddd570121465fe637ec1b961
3617,3617,1555,3,v2,0c42460e36a9f35deccee17f15421599
3618,3618,1556,3,v2,ec5fbad9ef8bcf3a0a15ca353c38a017
3619,3619,1557,3,v2,eb8de56eceb580f91cdf33618a28d379
3620,3620,1558,3,v2,f4c564088301ad54e55cb28a5fd2664c
3621,3621,1559,3,v2,f457d1edaf61e2134e611f0e7d5409de
3622,3622,1560,3,v2,311dc44240c46ef1d753f3fc1b1b9103
3623,3623,1561,3,v2,92337c0f2db1d670a363cf5a47e948d6
3624,3624,1562,3,v2,11055f7fbfc0c8aa76b8eba5ae9516ce
3625,3625,1563,3,v2,f326d69d24e8996eeeeb3fcb5208892d
3626,3626,1564,3,v2,2661c2e427d22e6e430d038e959535b3
3627,3627,1565,3,v2,d7fa97d457a4e4b6a6588e4aca9ec8ee
3628,3628,1566,3,v2,e123b49b54f31f9128f55a17392cc983
3629,3629,1567,3,v2,c779a24fff50587fccad582d51d095d0
3630,3630,1568,3,v2,fa3bccf48677c145e35d2c9a61d5976a
3631,3631,1569,3,v2,025953b8d3bcd0990732bf63883887d3
3632,3632,1570,3,v2,30cd2105acbc2ab9bd6654e8b1f7f744
3633,3633,1571,3,v2,032c775eb06f5a79e7d2cf2d27017f0e
3634,3634,1572,3,v2,7254e332fb7284d3832ca4262e946d46
3635,3635,1573,3,v2,c2aebcd79fb6997b78b89c9bb535727a
3636,3636,1574,3,v2,0e2df090d6f4df888477781845059ff7
3637,3637,1575,3,v2,e4a5d35a3392714174b17c3854852069
3638,3638,1576,3,v2,0489706f8d46ef8341be6cff416c22a0
3639,3639,1577,3,v2,57d4921b06861e79866e60f93718b1f3
3640,3640,1578,3,v2,fb55ca973333b854404a89503563eb05
3641,3641,1579,3,v2,59cfec3b4a36d39c7b4c9a89d0715767
3642,3642,1580,3,v2,05ee540ceab37c266d87fe210cfde933
3643,3643,1581,3,v2,1bb6e945bdc9d8a78863a146e2ac63bd
3644,3644,1582,3,v2,23c533a12b1f576ca4c39d2ecdb4651c
3645,3645,1583,3,v2,f0d96f8744f02c1b1097eef8c76007c9
3646,3646,1584,3,v2,4a24d6233a66bc8b49ed1ef8838326e5
3647,3647,1585,3,v2,f23450e3d9a46550888fbcaa6d358040
3648,3648,1586,3,v2,2a29674da3bffadd50a1225bfb50ebf1
3649,3649,1587,3,v2,0d560b6b86952ec8652fe30dc925748f
3650,3650,1588,3,v2,78fa6cf4594c4bdb47340a4347c16089
3651,3651,1589,3,v2,aa1ff24a1984b1a0a4db72ae44845fe4
3652,3652,1590,3,v2,636d78a2b1b01b6f70081be6c3ab1096
3653,3653,1591,3,v2,e39c641b19253e69abbb5ce062ef6732
3654,3654,1592,3,v2,9cf8d936951d34577e9ac529dfdd2cb5
3655,3655,1593,3,v2,47ab7985b6973bf8bd16f512678293dd
3656,3656,1594,3,v2,751fbbc2866bc5b5e0c0dbf3292fd8fe
3657,3657,1595,3,v2,010bc529eff714ca2331f786ed79fdc9
3658,3658,1596,3,v2,d7b3feefbf8ca362356cd529bfd7f0e8
3659,3659,1597,3,v2,a8b0de797923e38d98bbcb63943486cd
3660,3660,1598,3,v2,b575dc2922f45eb08b650ef3c4bc4747
3661,3661,1599,3,v2,44a715803d6b6e78f7c9e8cc8a9435be
3662,3662,1600,3,v2,38b5c9f7cca6b4716d77ddcd4a4710e6
3663,3663,1601,3,v2,bc61d265e7e303e1deac12cf2b845947
3664,3664,1602,3,v2,f0a8f29969c033d2671064a66b503c36
3665,3665,1603,3,v2,7bf989f5aa2a01e60c54d356b6a3688f
3666,3666,1604,3,v2,9a7056289d55d12138d7ce1e029bb50b
3667,3667,1605,3,v2,376588c87d0e3c4a840db850ca8ee869
3668,3668,1606,3,v2,f37fd4441350d19c77d65458b27a2acd
3669,3669,1607,3,v2,4b753713ccc78ebf8ef04025be479c2b
3670,3670,1608,3,v2,3736131bccc79469e2e3837a84dd9e95
3671,3671,1609,3,v2,9d328e63cf2b5c88f5c91704b723f18d
3672,3672,1610,3,v2,ab44f948b0611d19c4d710730179ecc0
3673,3673,1611,3,v2,801048f384bf9eff4eab118451157614
3674,3674,1612,3,v2,6e8637fe524bf78f8bfc3242cb8184a5
3675,3675,1613,3,v2,6e4e044faa6945f96c1dfbf8163a3b80
3676,3676,1614,3,v2,439f3bfbda00d9be167a08b83830903e
3677,3677,1615,3,v2,81d6fd00c12fbe98b819d97288bf4a2c
3678,3678,1616,3,v2,cf0d935d2da15d03368b06ef64f7a54b
3679,3679,1617,3,v2,ea97bb90a1c994bfa81d8862a2ad9832
3680,3680,1618,3,v2,8cc6a480ee13ff16a6768ba97aa7d407
3681,3681,1619,3,v2,455cf6bda38ade4c9d98431d315d7643
3682,3682,1620,3,v2,148ef82c5272575fabdc7890a30a9ffa
3683,3683,1621,3,v2,ba2ea0e0fba0527125dab9879d075d79
3684,3684,1622,3,v2,e7955360d7acc8f0ba526594f13f9d8e
3685,3685,1623,3,v2,18e13a3eae0376b73d1665bb1df34307
3686,3686,1624,3,v2,493622a620949c9646188311e7b8ef55
3687,3687,1625,3,v2,f888710ea1272c91b8bebb39536117a1
3688,3688,1626,3,v2,3dee1626afccede70a87585847b9cdce
3689,3689,1627,3,v2,70f60eec79b5e8803846a118cad3c310
3690,3690,1628,3,v2,446ca600b6686d7b02248a4f61b700bf
3691,3691,1629,3,v2,ef000247e2cc9ec45c6f04a86766f566
3692,3692,1630,3,v2,492b104d2c767ebe741c25f8484e7181
3693,3693,1631,3,v2,080c5890548b6c97569fac3048f94a25
3694,3694,1632,3,v2,da436edede5e45e381943c4226f20150
3695,3695,1633,3,v2,df7bda62f113fa51e29f16b23e31b907
3696,3696,1634,3,v2,0c5036c829c46a2279fd398352228536
3697,3697,1635,3,v2,3da64e07efc01ea720cc4d003983012d
3698,3698,1636,3,v2,0d5396c24aa870e253ba64ad39c48772
3699,3699,1637,3,v2,a234b582814f07cd8fc80cd9b9291635
3700,3700,1638,3,v2,b0434442902e06fabc3ca93fb40b6af1
3701,3701,1639,3,v2,682b6e6e5cf3db0968f7e869ac912caf
3702,3702,1640,3,v2,ef538126d0eb43776c5d3e63c2301c3d
3703,3703,1641,3,v2,5257dfa6aa59a08a30e12936c1c8597e
3704,3704,1642,3,v2,cfa689b18c18cc38d0fed059165966bc
3705,3705,1643,3,v2,42194a7d0dec27e27a2925afdf509d04
3706,3706,1644,3,v2,e7ef5ad05324e279b31482e29bb8f171
3707,3707,1645,3,v2,d5cb9378668bb1d8249c64dd0676c2a0
3708,3708,1646,3,v2,9fb87cbb5117ecffa43db6d6fbac1082
3709,3709,1647,3,v2,620d49920637f05ba5f045ef6898e76f
3710,3710,1648,3,v2,0698c7a3875f35dd8c3acb106cb3794b
3711,3711,1649,3,v2,ceb6f0650ae743b5fe19326456fdc774
3712,3712,1650,3,v2,6dad62544f6c0b3012e36c2b28d1d47f
3713,3713,1651,3,v2,68cb993e0f920f72581a615b9427d87a
3714,3714,1652,3,v2,e8eec4dde1a2a4606de9b1606d605bad
3715,3715,1653,3,v2,858976a338465f054afa3846f5db4bac
3716,3716,1654,3,v2,0541bc9961b74219a613dbb74000c340
3717,3717,1655,3,v2,4f71285f8657b875a0265cd776fb86b1
3718,3718,1656,3,v2,53bf66232d1fad359ef429ad3635740e
3719,3719,1657,3,v2,9108b0333c3565f975de883d88b94b9a
3720,3720,1658,3,v2,4fb81abb74168a14bc31d814f68edc32
3721,3721,1659,3,v2,e12bee8efb92ec4399e93e771d139343
3722,3722,1660,3,v2,e30af61680102f9e89fe2e88eeeb2000
3723,3723,1661,3,v2,ab41dfe0cc94e1e1dc48980ab0d7dde2
3724,3724,1662,3,v2,dcf6013d3b8e1b60900a60688fd85e67
3725,3725,1663,3,v2,25fb1a8152357b6ae1e02db96a40e921
3726,3726,1664,3,v2,20d9720bdff8efdac2a2c4533bf829b3
3727,3727,1665,3,v2,a45a061d5dfa6801285ba2ff6c6d81c2
3728,3728,1666,3,v2,e9fa5db681f8cbc1b90b445af35a8c03
3729,3729,1667,3,v2,c4540eb0dbd6ee215c280bb5a91bfd12
3730,3730,1668,3,v2,c7e56bcf5b39de9e77fec3f31a72980a
3731,3731,1669,3,v2,4b4fe6ce51a3a3b0d350c834ab6ddab9
3732,3732,1670,3,v2,a4e31633159ea44b47493a41620f8f6a
3733,3733,1671,3,v2,e0431d81a2ef0c4b218fa43f9c39b26e
3734,3734,1672,3,v2,021b1b6430d823dcbea0cce1c29d7909
3735,3735,1673,3,v2,c750fececadd57e353418ce6cc68c619
3736,3736,1674,3,v2,7ed57dbf52d5d1801a04e640975b78d8
3737,3737,1675,3,v2,1bb854cc39724235f5b28d87ae732a4a
3738,3738,1676,3,v2,5fb1c5283e924434adb684151f4c6357
3739,3739,1677,3,v2,15ed1549ff0eacef0fae743d76d65274
3740,3740,1678,3,v2,4bffd8bb39bca37a3fdca7217cecede8
3741,3741,1679,3,v2,8f4c6f0978393508cb9c9cf8a850b782
3742,3742,1680,3,v2,ef1b10c1f66740307bc3486a3f9ff93e
3743,3743,1681,3,v2,f8d1fb15dc149f4c9cb86d737a3cc977
3744,3744,1682,3,v2,da2f6e7ba265ef7b6a29dee0b8cfef32
3745,3745,1683,3,v2,dc8356009d4f4ff18f6cfe99e42962a8
3746,3746,1684,3,v2,1ab99240e135c0ecde6fc63aed2ef69d
3747,3747,1685,3,v2,1e24775ae1075a7c0e2a03f40532e458
3748,3748,1686,3,v2,01af650c73bbe7bd280b45ca92cd4772
3749,3749,1687,3,v2,bc920a62bc608918df8e4fa43be06c4d
3750,3750,1688,3,v2,a979ef043a97b21a7b94e4da6e86045f
3751,3751,1689,3,v2,385ace75d4b8cd220f27a50b2b423a4a
3752,3752,1690,3,v2,bab15405d8cacaa6f5af6f03db96ee08
3753,3753,1691,3,v2,4efac8a87db74bec6e906fa9fdf6730d
3754,3754,1692,3,v2,53db16844c793a7f5bb50be2a8255561
3755,3755,1693,3,v2,9e92f2e82eee7021f95bfdf5a9e35817
3756,3756,1694,3,v2,c039e954214a1af39efe4e75d52c1fd4
3757,3757,1695,3,v2,1dda790c65fa68a12b43b607a5036ce3
3758,3758,1696,3,v2,2d572ddbd9ab910bfeaead83b8245f84
3759,3759,1697,3,v2,ff4e28ce63b27429a7a2909e900dadeb
3760,3760,1698,3,v2,62cc911b7cb1acf2d198d1b1f682d6ba
3761,3761,1699,3,v2,3f8b8754b2acf486ce96fabe72013de4
3762,3762,1700,3,v2,8b1c89d3a8164a133aeef40762aa390d
3763,3763,1701,3,v2,6d863febfdb06c29985cd93247d506f5
3764,3764,1702,3,v2,4cb7b37211f35896ec10c74b3253a956
3765,3765,1703,3,v2,b1f9751bb074172bd00124a8883ce7de
3766,3766,1704,3,v2,570e7ebd0f80a9b6495dcbb756ac7a74
3767,3767,1705,3,v2,10ccee07f6aedb76ce8a6e04e34ad968
3768,3768,1706,3,v2,c5abd1953fe30cb222e79c798dffd90e
3769,3769,1707,3,v2,3aafd7fb8b35b4980aa2ea9751169660
3770,3770,1708,3,v2,16c776f5cde5d9b56c2500739bd7227a
3771,3771,1709,3,v2,f51b04acda4ebb7d7990ff23cc6039da
3772,3772,1710,3,v2,60887d1500ee443303133ec527f71f3a
3773,3773,1711,3,v2,6cd76557b97f6b5a1839100c856ba959
3774,3774,1712,3,v2,9d2c7912ad964be5567e21ce6ddfc165
3775,3775,1713,3,v2,1e5145d9a377a7064004b89814ce1683
3776,3776,1714,3,v2,6c1d65e28aaec5022af02311688c1388
3777,3777,1715,3,v2,5f6bdf77f855bf27ced6f429681e0096
3778,3778,1716,3,v2,b8abb0567ca19593c2438e92bf63af28
3779,3779,1717,3,v2,98cad290f0762c2caeefa27598b84dc4
3780,3780,1718,3,v2,4b2b3a60247f2a859341b219217ed6c4
3781,3781,1719,3,v2,4f3be1cd1dfaf7c8b8f27f40eb3e0efe
3782,3782,1720,3,v2,f5469810eb6758a6286b71c46b21884a
3783,3783,1721,3,v2,df048fcf86a443d4e7b0d882fd90d9f4
3784,3784,1722,3,v2,fe1c520b4accc5c24665a9483c9dd181
3785,3785,1723,3,v2,eead2a0132f39a1b5b23b2a3268f6525
3786,3786,1724,3,v2,47863f7abc655525b4e68ba88f83f6d7
3787,3787,1725,3,v2,6610fe0f191a3692a00a2febf634842d
3788,3788,1726,3,v2,cd3b1239f865daa8b85a7567adb498d2
3789,3789,1727,3,v2,b151c24089c9eaab064e31d481a429e9
3790,3790,1728,3,v2,10cbccf9492ece394ce1833e0bddde3e
3791,3791,1729,3,v2,364f2cdd6d2780919dcddc118131362a
